Razão Social,CNPJ,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Status,Data de Vencimento,Situação Análise Documento
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,CND Federal,A vencer,2026-08-26T00:00:00-04:00,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-13T00:00:00-04:00,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,APROVADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-23T00:00:00-04:00,APROVADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-25T00:00:00-04:00,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,CND Federal,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-06T00:00:00-04:00,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-24T00:00:00-04:00,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,CND Federal,A vencer,2026-12-21T00:00:00-04:00,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-24T00:00:00-04:00,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-21T00:00:00-04:00,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-06-24T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-30T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-15T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,CND Federal,A vencer,2026-09-01T00:00:00-04:00,APROVADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-10-18T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-18T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-16T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-28T00:00:00-04:00,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,Vencido,2026-07-26T00:00:00-04:00,REPROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-08T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-24T00:00:00-04:00,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-26T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CND Federal,A vencer,2026-12-30T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-24T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-30T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-12-29T00:00:00-04:00,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-07-29T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-07-30T00:00:00-04:00,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIFICADO DE REGULARIDADE FGTS,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,IRREGULAR,CND Federal,A vencer,2026-10-05T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,CND Federal,A vencer,2026-09-28T00:00:00-04:00,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CND Federal,Vencido,2026-05-30T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-21T00:00:00-04:00,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2027-01-06T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-23T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CND Federal,A vencer,2026-08-18T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-10-07T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-10T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,IRREGULAR,CND Federal,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,Cartão CNPJ,A vencer,2030-02-19T00:00:00-04:00,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,REPROVADO
