Razão Social,CPF/CNPJ,Situação da solicitação,Área da pendência,Documento,Marcas e representações,Pendência
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"12/2025 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,ROBERTO RUSSI WAGNER - 12/25 - Dezembro 2025 - Ordens de Serviço sem relatório de assinatura digital.
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"ROBERTO RUSSI WAGNER - Capacitação de acordo com a ordem de serviço, Solicitamos o envio do documento requerido."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,ROBERTO RUSSI WAGNER - 12/25 - Dezembro 2025 - Ficha de EPI desatualizada (2024)
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"01/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"04/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"01/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"12/2025 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"RODRIGO JOSE HABECK - Capacitação de acordo com a ordem de serviço, solicitamos o envio do documento requerido."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"RODRIGO JOSE HABECK - 12/25 - Dezembro 2025 - Ficha de EPI, não constam todos os epi's referente a função conforme o PGR."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ERISMAR NIVALDO JORGE FERNANDES - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. "
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"12/2025 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"04/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"03/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ERMESON CLEY VICENTE DA SILVA - 04/26 - Abril 2026 -  ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função, data de validade vencida. "
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"01/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"12/2025 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"03/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"01/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"FELIPE SILVA DE OLIVEIRA - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função.  "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"FELIPE SILVA DE OLIVEIRA - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"GERSON PEREIRA DA SILVA FILHO - 04/26 - Abril 2026 - 
ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função."
FOKUS CONSULTORIA LTDA,52176523000197,APROVADO,TERCEIROS,,,"RUTH DOMINGOS DA SILVA - Ficha de EPI, vencida"
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"04/2026-  O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"03/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"12/2025 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"GEZIANE DA SILVA GOMES DUARTE - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. 
"
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"04/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"03/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"01/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"12/2025 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"03/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"HELICASSIA GOMES BARBOSA DA SILVA - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. "
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"RODRIGO JOSE HABECK - 12/25 - Dezembro 2025 - Ordens de Serviço, sem relatório de assinatura digital."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"PAULO CESAR SILVINO - 04/26 - Abril 2026 - Descrições de batidas de ponto incompletas, sem as descriminações. "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ROMEYKA CHARLYENE BARBOSA DE LIMA - 04/26 - Abril 2026 -folha ponto sem assinatura do gestor. 
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CAIO CÁSSIO ARCANJO DA SILVA - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CLARICE CLESSIA SILVA NUNES - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. ASO"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CLEANTO MESQUITA DOS SANTOS - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CLECIA MESQUITA DOS SANTOS PONTES - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. "
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"WENIA CARLA SILVA DE SOUSA - Ficha de EPI, sem relatório de assinatura digital."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,DOCUMENTOS,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,04/26 - Abril 2026,"04/2026 -  O recibo de férias está não conforme porque foi elaborado com base em uma CCT irregular ou descumprida. Como a convenção coletiva estabelece regras sobre salários, adicionais e demais direitos da categoria, qualquer inconsistência impacta diretamente o cálculo das férias e encargos relacionados. Dessa forma, os valores pagos podem estar incorretos, gerando divergência no recibo, no FGTS e risco de passivos trabalhistas e autuações em fiscalização."
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,APROVADO,DOCUMENTOS,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),04/26 - Abril 2026,FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026 - Folha de pagamento deve ser dos colaboradores que prestam atividades na Zurich.
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,DOCUMENTOS,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,03/26 - Março 2026,"03/2026 - O recibo de férias está não conforme porque foi elaborado com base em uma CCT irregular ou descumprida. Como a convenção coletiva estabelece regras sobre salários, adicionais e demais direitos da categoria, qualquer inconsistência impacta diretamente o cálculo das férias e encargos relacionados. Dessa forma, os valores pagos podem estar incorretos, gerando divergência no recibo, no FGTS e risco de passivos trabalhistas e autuações em fiscalização."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,DOCUMENTOS,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,02/26 - Fevereiro 2026,"02/2026 - O recibo de férias está não conforme porque foi elaborado com base em uma CCT irregular ou descumprida. Como a convenção coletiva estabelece regras sobre salários, adicionais e demais direitos da categoria, qualquer inconsistência impacta diretamente o cálculo das férias e encargos relacionados. Dessa forma, os valores pagos podem estar incorretos, gerando divergência no recibo, no FGTS e risco de passivos trabalhistas e autuações em fiscalização."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,DOCUMENTOS,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,01/26 - Janeiro 2026,"01/2026 - O recibo de férias está não conforme porque foi elaborado com base em uma CCT irregular ou descumprida. Como a convenção coletiva estabelece regras sobre salários, adicionais e demais direitos da categoria, qualquer inconsistência impacta diretamente o cálculo das férias e encargos relacionados. Dessa forma, os valores pagos podem estar incorretos, gerando divergência no recibo, no FGTS e risco de passivos trabalhistas e autuações em fiscalização."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,DOCUMENTOS,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,12/25 - Dezembro 2025,"12/2025 - O recibo de férias está não conforme porque foi elaborado com base em uma CCT irregular ou descumprida. Como a convenção coletiva estabelece regras sobre salários, adicionais e demais direitos da categoria, qualquer inconsistência impacta diretamente o cálculo das férias e encargos relacionados. Dessa forma, os valores pagos podem estar incorretos, gerando divergência no recibo, no FGTS e risco de passivos trabalhistas e autuações em fiscalização."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"DENIS NILSON DA SILVA - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"DENIS NILSON DA SILVA - 04/26 - Abril 2026 - Ausência de marcações e  descrições em folha ponto, e  ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ELIANE MARCOLINO CORDEIRO - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"LUAMA KALINE ARRUDA AMARAL - 04/26 - Abril 2026 -  ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ADRIANO DOS SANTOS SILVA - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. 
"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ALINE SILVA ELIAS - 04/26 - Abril 2026 - ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. 
"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ALLAN CLAUDINO TOSCANO DE MEDEIROS - 04/26 - Abril 2026 -  ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. 
"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ALLAN CLAUDINO TOSCANO DE MEDEIROS - 04/26 - Abril 2026 - Cartão ponto sem justificativas correspondentes a todas as datas sem as marcações. ASO REPROVADO devido à desconformidade com o PCMSO vigente. Constando ""Ausência de Riscos"", que são  previstos e mapeados no PCMSO para a função. 
"
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"04/26 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"03/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ALLAN CLAUDINO TOSCANO DE MEDEIROS - 04/26 - Abril 2026 - Cartão ponto sem as justificativas nas datas com ausência de marcações. 
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,TERCEIROS,,,"02/2026 - O cartão de ponto foi reprovado por dependência normativa acessória, pois a sua validade jurídica está vinculada à eficácia da Convenção ou Acordo Coletivo (CCT/ACT). Como o documento raiz foi rejeitado devido a inconformidades geográficas, temporais e estruturais, as escalas e os parâmetros operacionais do ponto perderam a sua sustentação legal. É necessária uma nova submissão do cartão de ponto atrelada a um documento coletivo válido e autenticado pelo sistema Mediador do MTE."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,APROVADO,DOCUMENTOS,GFD - GUIA DO FGTS DIGITAL MENSAL,03/26 - Março 2026,GFD - GUIA DO FGTS DIGITAL MENSAL - 03/26 - Março 2026 : REPROVADA porque o valor total a recolher  foi calculado sobre uma folha com salários errados. O FGTS dos funcionários foi depositado a menor.
