Razão Social,CPF/CNPJ,Situação da solicitação,Área da pendência,Documento,Marcas e representações,Pendência
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"EDUARDO KEVIN MARTINS FELIX - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"FERNANDO MENDES DA SILVA - Ficha de EPI, documento incompleto sem os epis referente a função , a ficha de epi deve conter os mesmos epis do PGR .
"
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"FERNANDO MENDES DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"FRANCISCA EDNA DA SILVA LIMA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JEAN WEVERTON SILVA DOS SANTOS - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JOEDSON SILVA DE GOIS - Ficha de EPI, sem números do C.A"
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JOEDSON SILVA DE GOIS - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JOSE MICHEL SILVA DOS SANTOS - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JOSE ROSA FILHO - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JULIANA DA COSTA SANTOS - Ficha de EPI, epis sem o número do C.A."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JULIANA DA COSTA SANTOS - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"LUCAS GABRIEL BARBOSA DO NASCIMENTO - Ficha de EPI, epis sem números do C.A."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"LUCAS GABRIEL BARBOSA DO NASCIMENTO - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"LUCIVANDA QUEIROZ DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA DE FATIMA VILELA DE OLIVEIRA - Ficha de EPI, constam epis sem o número do C.A."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA DE FATIMA VILELA DE OLIVEIRA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA DO SOCORRO BEZERRA - Ficha de EPI, constam epis sem o número do C.A."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA DO SOCORRO BEZERRA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA EDILANE FERREIRA DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA NASCIMENTO DOS SANTOS - Ficha de EPI, constam epis sem C.A."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MARIA NASCIMENTO DOS SANTOS - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"MELQUIADES FERREIRA DA SILVA NETO - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"PAULO EDUARDO DE ALMEIDA GUILHERME - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"PEDRO VITOR DE SOUZA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"RAFAELA GABRIELA DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"RAMON CLEITON SOUZA DO NASCIMENTO - Cartão ponto com total de horas extras ou noturnas, consta horário britânico."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"RAMON CLEITON SOUZA DO NASCIMENTO - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"RONEY SIMAO DE OLIVEIRA - Cartão ponto com total de horas extras ou noturnas, consta horário britânico."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"RONEY SIMAO DE OLIVEIRA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO.
ASO vencido ."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"VALDETE BERNARDINO DA SILVA SOUZA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"WENIA CARLA SILVA DE SOUSA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"WILDEMAR DA SILVA XAVIER TINDOU - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"YOUGLAS MELO DA SILVA - Ficha de EPI, documento incompleto sem os epis referente a função , a ficha de epi deve conter os mesmos epis do PGR "
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"YOUGLAS MELO DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"ZULEIDE MACEDO VITORINO - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"LIOSMAR GIRAO DE OLIVEIRA - Ficha de EPI, documento incompleto sem os epis referente a função, a ficha de epi deve conter os mesmos epis do PGR .
"
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"LIOSMAR GIRAO DE OLIVEIRA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JEFFERSON NASCIMENTO DA SILVA RODRIGUES - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"JUCILEIDE FERNANDES DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"KLEBESON GABRIEL DA SILVA  AMARAL - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"LEVI OLIVEIRA DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"REGINALDO MACEDO DA SILVA - Ficha de EPI, documento incompleto sem os epis referente a função conforme o PGR, a ficha de epi deve conter os mesmos epis do PGR."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"REGINALDO MACEDO DA SILVA - ASO, Após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"RENATO SEVERIANO LIMA - ASO, após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"ROBERTO MORAIS DA SILVA - Ficha de EPI, A ficha de epi deve conter os mesmos epis do PGR referente a cada função."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"ROBERTO MORAIS DA SILVA - ASO, após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"FRANCINILDO ATANASIO DUARTE - Cartão ponto com total de horas extras ou noturnas, consta horário britânico."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"FRANCINILDO ATANASIO DUARTE - Ficha de EPI, documento incompleto sem os epis referente a função conforme o PGR, a ficha de epi deve conter os mesmos epis do PGR referente a cada função."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,TERCEIROS,,,"FRANCINILDO ATANASIO DUARTE - ASO, após o ajuste do PCMSO será realizado a análise do ASO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,DOCUMENTOS,PCMSO,03/26 - Março 2026,"PCMSO, Documento sem assinatura do médico coordenador do PCMSO."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,DOCUMENTOS,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS, como teve rescisão deve ter as guias do FGTS rescisório."
TOP SERVICE SERVICOS E SISTEMAS S/A,00973749001863,APROVADO,DOCUMENTOS,,,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS, deve ser enviado o documento solicitado."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,DOCUMENTOS,Comprovante de Inscrição Sintegra,,"Comprovante de Inscrição Sintegra, deve ser enviado o documento solicitado."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,DOCUMENTOS,SESMT - composição de acordo com NR 04,,"SESMT - composição de acordo com NR 04, deve ser enviado o documento solicitado."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,DOCUMENTOS,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,,"TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL, deve ser enviado o documento solicitado."
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ELIZABETH KYZIS CAMARA DE MELO FERNANDES - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ELIZABETH KYZIS CAMARA DE MELO FERNANDES - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ARLETE BEATRIZ PESSOA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ARLETE BEATRIZ PESSOA - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ADRIANO DOS SANTOS SILVA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ADRIANO DOS SANTOS SILVA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ALINE SILVA ELIAS - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ALINE SILVA ELIAS - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,AMANDA CAMILA DUARTE DA SILVA CARDOSO - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"AMANDA CAMILA DUARTE DA SILVA CARDOSO - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ANA KELY TEIXEIRA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ANA KELY TEIXEIRA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ARLETE CRISTINA DA SILVA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ARLETE CRISTINA DA SILVA - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,AYSLLAN DELLON DA SILVA BARRETO - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"AYSLLAN DELLON DA SILVA BARRETO - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,BEDAN MAIA DE MORAIS NAUFNA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"BEDAN MAIA DE MORAIS NAUFNA - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,CAIO CÁSSIO ARCANJO DA SILVA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CAIO CÁSSIO ARCANJO DA SILVA - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; 
"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,CLARICE CLESSIA SILVA NUNES - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CLARICE CLESSIA SILVA NUNES - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,CLEANTO MESQUITA DOS SANTOS - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CLEANTO MESQUITA DOS SANTOS - ASO, O ASO deve conter os dados 
do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,CLECIA MESQUITA DOS SANTOS PONTES - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"CLECIA MESQUITA DOS SANTOS PONTES - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,DAMIANA MARIA DE MEDEIROS - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"DAMIANA MARIA DE MEDEIROS - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,DAYANE RIBEIRO LEITE - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"DAYANE RIBEIRO LEITE - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,DEBORAH DE LOURDES MIGUEL - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"DEBORAH DE LOURDES MIGUEL - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,DENIS NILSON DA SILVA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"DENIS NILSON DA SILVA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ELIANE MARCOLINO CORDEIRO - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ELIANE MARCOLINO CORDEIRO - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ELIANE MARIA DE MEDEIROS MACEDO - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ELIANE MARIA DE MEDEIROS MACEDO - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ELIZABETH BARBOSA SIQUEIRA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ELIZABETH BARBOSA SIQUEIRA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ELVIS WEYDSON BELCHIOR - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ELVIS WEYDSON BELCHIOR - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ERISMAR NIVALDO JORGE FERNANDES - Ficha de EPI sem o número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ERISMAR NIVALDO JORGE FERNANDES - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ERMESON CLEY VICENTE DA SILVA - Ficha de EPI sem o número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ERMESON CLEY VICENTE DA SILVA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,EWERTON RICARDO SILVA DA COSTA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"EWERTON RICARDO SILVA DA COSTA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,EWERTON SILVESTRE DOS SANTOS ALENCAR - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"EWERTON SILVESTRE DOS SANTOS ALENCAR - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,GERSON PEREIRA DA SILVA FILHO - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"GERSON PEREIRA DA SILVA FILHO - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; 
"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,FELIPE SILVA DE OLIVEIRA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"FELIPE SILVA DE OLIVEIRA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO;"
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,HELICASSIA GOMES BARBOSA DA SILVA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"HELICASSIA GOMES BARBOSA DA SILVA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,ÍTALO LUAN BARBOSA RIBEIRO - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"ÍTALO LUAN BARBOSA RIBEIRO - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,JACIARA DE SOUZA SILVA - Ficha de EPI sem número do C.A.
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,APROVADO,TERCEIROS,,,"JACIARA DE SOUZA SILVA - ASO, O ASO deve conter os dados do médico responsável pelo PCMSO conforme determina NR 07: 
7.5.19.1 O ASO deve conter no mínimo:  
 o nome e número de registro profissional do médico responsável pelo PCMSO; "
